age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,is_festival,city_category,time,city,day,month,year,day_of_week,is_weekend,order_time_hour,order_time_of_day,pickup_time_minutes,distance,distance_type
36.0,4.3,11.024839,77.007003,11.054839,77.037003,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,31,COIMB,21,3,2022,Monday,0,21,night,15.0,4.674153680097242,short
30.0,4.1,17.45971,78.368855,17.54971,78.458855,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,49,HYD,8,3,2022,Tuesday,0,22,night,15.0,13.828993309155415,long
28.0,4.7,11.008638,76.984311,11.018638,76.994311,sunny,low,2,drinks,scooter,0.0,no,metropolitian,18,COIMB,11,3,2022,Friday,0,9,morning,10.0,1.5581193629487389,short
21.0,4.7,,,,,stormy,low,2,drinks,motorcycle,1.0,no,metropolitian,19,VAD,5,4,2022,Tuesday,0,22,night,15.0,,
24.0,4.9,12.913041,77.683237,12.973041,77.743237,sandstorms,low,1,meal,motorcycle,1.0,no,metropolitian,14,BANG,28,3,2022,Monday,0,23,night,10.0,9.316114128266733,medium
32.0,4.0,11.001852,76.976268,11.071852,77.046268,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,35,COIMB,6,3,2022,Sunday,1,21,night,10.0,10.906412696832646,long
22.0,4.5,12.323194,76.630583,12.373194,76.680583,cloudy,medium,0,drinks,motorcycle,0.0,no,metropolitian,21,MYS,28,3,2022,Monday,0,18,evening,15.0,7.772253320446165,medium
31.0,4.6,18.56245,73.916619,18.69245,74.046619,cloudy,jam,1,buffet,scooter,1.0,no,urban,45,PUNE,23,3,2022,Wednesday,0,20,evening,10.0,19.914688541860013,very_long
23.0,4.9,,,,,windy,medium,1,meal,motorcycle,0.0,no,urban,23,ALH,12,2,2022,Saturday,1,18,evening,10.0,,
35.0,4.8,9.982834,76.283268,10.002834,76.303268,stormy,low,2,drinks,motorcycle,0.0,no,urban,25,KOC,17,2,2022,Thursday,0,10,morning,5.0,3.1213024454301257,short
23.0,4.1,22.547186,88.35068,22.637186,88.44068,cloudy,jam,2,snack,electric_scooter,0.0,no,,36,KOL,16,2,2022,Wednesday,0,21,night,10.0,13.620606901382935,long
22.0,4.6,26.849596,75.800512,26.929596,75.880512,windy,jam,1,snack,scooter,1.0,no,urban,25,JAP,14,3,2022,Monday,0,20,evening,15.0,11.919595217848318,long
32.0,4.7,23.371292,85.327872,23.421292,85.377872,fog,medium,1,drinks,scooter,1.0,no,metropolitian,16,RANCHI,13,3,2022,Sunday,1,17,afternoon,10.0,7.546361142984559,medium
39.0,4.1,12.98041,77.640489,13.11041,77.770489,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,35,BANG,20,3,2022,Sunday,1,18,evening,5.0,20.18085916835158,very_long
38.0,4.6,12.323994,76.626167,12.403994,76.706167,sunny,jam,0,buffet,motorcycle,1.0,no,urban,38,MYS,27,3,2022,Sunday,1,19,evening,5.0,12.435238152054547,long
37.0,4.9,19.178321,72.834715,19.268321,72.924715,cloudy,low,0,meal,motorcycle,0.0,no,metropolitian,38,MUM,29,3,2022,Tuesday,0,22,night,10.0,13.763896210757977,long
24.0,4.7,23.234249,77.434007,23.304249,77.504007,fog,jam,0,buffet,motorcycle,1.0,no,urban,39,BHP,14,2,2022,Monday,0,21,night,15.0,10.569528655031586,long
32.0,4.7,18.546947,73.900626,18.606947,73.960626,fog,jam,1,buffet,motorcycle,0.0,no,urban,38,PUNE,21,3,2022,Monday,0,19,evening,15.0,9.192686206949302,medium
38.0,4.4,22.751234,75.88949,22.811234,75.94949,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,31,INDO,24,3,2022,Thursday,0,18,evening,10.0,9.074647672837914,medium
33.0,3.8,23.374989,85.335486,23.444989,85.405486,stormy,jam,1,buffet,scooter,1.0,yes,metropolitian,44,RANCHI,16,3,2022,Wednesday,0,20,evening,15.0,10.564405615161895,long
28.0,4.0,18.546947,73.900626,18.616947,73.970626,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,38,PUNE,29,3,2022,Tuesday,0,19,evening,15.0,10.72465156807538,long
20.0,4.6,11.006686,76.951736,11.136686,77.081736,stormy,low,1,drinks,motorcycle,0.0,no,metropolitian,14,COIMB,12,3,2022,Saturday,1,22,night,15.0,20.253584375809147,very_long
36.0,4.0,21.185047,72.80859,21.215047,72.83859,sandstorms,jam,0,meal,motorcycle,1.0,yes,urban,44,SUR,5,4,2022,Tuesday,0,21,night,10.0,4.5607604314529,short
31.0,4.8,17.430448,78.418213,17.560448,78.548213,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,25,HYD,23,3,2022,Wednesday,0,23,night,5.0,19.975696041451314,very_long
39.0,4.2,15.49395,73.827423,15.56395,73.897423,stormy,jam,0,drinks,motorcycle,3.0,yes,semi-urban,54,GOA,14,2,2022,Monday,0,21,night,15.0,10.808686201554782,long
22.0,4.8,11.001852,76.976268,11.111852,77.086268,cloudy,low,2,drinks,motorcycle,0.0,no,metropolitian,25,COIMB,29,3,2022,Tuesday,0,22,night,5.0,17.138074588551884,very_long
29.0,4.8,,,,,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,19,DEH,15,2,2022,Tuesday,0,17,afternoon,15.0,,
31.0,4.4,19.178321,72.834715,19.268321,72.924715,windy,medium,1,drinks,motorcycle,1.0,no,metropolitian,35,MUM,27,3,2022,Sunday,1,18,evening,10.0,13.763896210757977,long
37.0,4.6,13.026286,80.275235,13.156286,80.405235,cloudy,medium,2,drinks,scooter,1.0,no,metropolitian,30,CHEN,2,4,2022,Saturday,1,17,afternoon,15.0,20.179033045443177,very_long
30.0,4.8,26.47,80.35,26.48,80.36,stormy,low,2,snack,scooter,1.0,no,metropolitian,26,KNP,17,2,2022,Thursday,0,8,morning,10.0,1.4923568262398723,short
23.0,4.9,12.914264,77.6784,12.994264,77.7584,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,30,BANG,14,3,2022,Monday,0,21,night,5.0,12.421212735966003,long
32.0,4.4,18.533811,73.899315,18.623811,73.989315,sandstorms,jam,1,buffet,motorcycle,2.0,no,metropolitian,43,PUNE,25,3,2022,Friday,0,21,night,15.0,13.788957415778517,long
35.0,4.7,19.874733,75.353942,19.894733,75.373942,fog,high,1,meal,motorcycle,0.0,no,urban,33,AURG,17,2,2022,Thursday,0,11,morning,15.0,3.0527511596434675,short
26.0,4.6,21.186608,72.794136,21.206608,72.814136,stormy,low,2,buffet,motorcycle,0.0,no,urban,11,SUR,21,3,2022,Monday,0,8,morning,10.0,3.040539883060508,short
25.0,4.7,,,,,sunny,jam,2,buffet,electric_scooter,1.0,no,metropolitian,14,VAD,17,3,2022,Thursday,0,19,evening,15.0,,
22.0,4.8,12.972161,77.596014,12.982161,77.606014,cloudy,low,2,snack,scooter,,no,urban,14,BANG,28,3,2022,Monday,0,10,morning,15.0,1.5525820816228664,short
28.0,5.0,22.745049,75.892471,22.825049,75.972471,cloudy,low,1,meal,motorcycle,0.0,no,metropolitian,20,INDO,20,3,2022,Sunday,1,23,night,10.0,12.09937442336077,long
30.0,4.0,26.472001,80.354002,26.522001,80.404002,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,27,KNP,13,2,2022,Sunday,1,23,night,10.0,7.46114894864356,medium
20.0,4.6,9.960846,76.293936,9.980846,76.313936,fog,low,1,meal,scooter,1.0,no,metropolitian,15,KOC,15,2,2022,Tuesday,0,8,morning,15.0,3.1214062495331607,short
32.0,4.8,22.760072,75.892574,22.790072,75.922574,cloudy,low,1,meal,scooter,1.0,no,urban,16,INDO,3,3,2022,Thursday,0,23,night,10.0,4.537418110277337,short
35.0,4.5,17.431668,78.408321,17.491668,78.468321,cloudy,low,2,snack,electric_scooter,1.0,no,metropolitian,19,HYD,1,4,2022,Friday,0,22,night,15.0,9.220368460607467,medium
21.0,4.7,12.970221,77.645396,13.050221,77.725396,windy,jam,2,snack,motorcycle,0.0,no,urban,21,BANG,20,3,2022,Sunday,1,21,night,15.0,12.419850660252768,long
33.0,4.7,22.745536,75.893106,22.875536,76.023106,fog,low,2,snack,scooter,1.0,no,metropolitian,30,INDO,8,3,2022,Tuesday,0,22,night,10.0,19.659792615101523,very_long
30.0,4.4,11.010375,76.95295,11.050375,76.99295,windy,high,0,meal,motorcycle,1.0,no,metropolitian,34,COIMB,24,3,2022,Thursday,0,13,afternoon,5.0,6.232303380306801,medium
37.0,4.5,19.880256,75.323503,19.960256,75.403503,windy,jam,1,buffet,scooter,0.0,no,urban,25,AURG,12,2,2022,Saturday,1,21,night,15.0,12.209717869596636,long
22.0,4.0,23.232357,77.429989,23.342357,77.539989,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,41,BHP,14,2,2022,Monday,0,20,evening,10.0,16.608224637742175,very_long
34.0,4.7,26.849596,75.800512,26.909596,75.860512,sandstorms,medium,2,snack,motorcycle,1.0,no,urban,27,JAP,15,3,2022,Tuesday,0,17,afternoon,15.0,8.940047176804278,medium
23.0,4.9,12.323994,76.626167,12.413994,76.716167,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,28,MYS,31,3,2022,Thursday,0,21,night,10.0,13.98951205355768,long
38.0,4.3,30.893244,75.821817,30.973244,75.901817,sandstorms,jam,2,drinks,electric_scooter,2.0,no,metropolitian,39,LUDH,12,2,2022,Saturday,1,21,night,10.0,11.719801270530105,long
23.0,4.9,13.066762,80.251865,13.156762,80.341865,windy,low,0,buffet,motorcycle,0.0,no,metropolitian,15,CHEN,4,3,2022,Friday,0,23,night,5.0,13.969535082204027,long
36.0,4.7,26.892312,75.806896,26.902313,75.816896,sandstorms,low,1,buffet,motorcycle,,no,metropolitian,24,JAP,1,3,2022,Tuesday,0,8,morning,15.0,1.4899874085578333,short
20.0,4.6,21.149834,72.778666,21.229834,72.858666,sunny,low,0,drinks,motorcycle,0.0,no,metropolitian,28,SUR,6,3,2022,Sunday,1,23,night,5.0,12.162418131175954,long
25.0,4.6,,,,,fog,medium,1,snack,motorcycle,0.0,no,urban,19,VAD,24,3,2022,Thursday,0,17,afternoon,5.0,,
25.0,4.6,22.310329,73.169083,22.390329,73.249083,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,37,VAD,8,3,2022,Tuesday,0,21,night,10.0,12.116946920849994,long
37.0,4.7,18.546947,73.900626,18.586947,73.940626,sunny,medium,2,drinks,motorcycle,1.0,no,metropolitian,24,PUNE,15,3,2022,Tuesday,0,16,afternoon,10.0,6.128627670485153,medium
21.0,4.7,17.422819,78.449578,17.452819,78.479578,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,24,HYD,21,3,2022,Monday,0,22,night,10.0,4.6104717430464985,short
38.0,4.8,,,,,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,53,AURG,14,2,2022,Monday,0,20,evening,15.0,,
34.0,4.9,30.895204,75.822103,30.915204,75.842103,sandstorms,low,2,snack,motorcycle,1.0,no,urban,22,LUDH,13,2,2022,Sunday,1,9,morning,15.0,2.930314663391813,short
32.0,4.9,30.895204,75.822103,31.025204,75.952103,windy,jam,1,meal,scooter,1.0,no,metropolitian,25,LUDH,16,2,2022,Wednesday,0,19,evening,5.0,19.042397449611613,very_long
26.0,4.9,17.438263,78.397865,17.518263,78.477865,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,27,HYD,8,3,2022,Tuesday,0,18,evening,5.0,12.293290453033771,long
36.0,4.9,13.044694,80.26147,13.114694,80.33147,sandstorms,low,2,snack,scooter,0.0,no,metropolitian,23,CHEN,14,3,2022,Monday,0,22,night,15.0,10.865882927764757,long
38.0,4.1,13.026279,80.174568,13.136279,80.284568,stormy,jam,0,drinks,motorcycle,1.0,no,semi-urban,47,CHEN,10,3,2022,Thursday,0,21,night,10.0,17.074904532035713,very_long
29.0,4.8,23.359407,85.325055,23.439407,85.405055,fog,medium,0,meal,motorcycle,1.0,no,urban,43,RANCHI,2,4,2022,Saturday,1,18,evening,10.0,12.074047498027575,long
35.0,4.2,12.323978,76.627961,12.393978,76.697961,sandstorms,jam,0,snack,motorcycle,2.0,no,metropolitian,51,MYS,8,3,2022,Tuesday,0,19,evening,15.0,10.88093543843387,long
23.0,4.2,22.751857,75.866699,22.841857,75.956699,cloudy,medium,2,buffet,scooter,1.0,no,urban,31,INDO,10,3,2022,Thursday,0,17,afternoon,15.0,13.611254468563875,long
31.0,4.6,13.026286,80.275235,13.066286,80.315235,cloudy,medium,2,meal,motorcycle,1.0,no,metropolitian,19,CHEN,17,3,2022,Thursday,0,16,afternoon,15.0,6.209485128886319,medium
21.0,4.8,26.902328,75.794257,26.912328,75.804257,sunny,low,0,buffet,motorcycle,0.0,no,metropolitian,16,JAP,1,3,2022,Tuesday,0,8,morning,5.0,1.4898458841183333,short
25.0,5.0,12.986047,80.218114,13.046047,80.278114,fog,low,1,drinks,motorcycle,1.0,no,metropolitian,18,CHEN,1,4,2022,Friday,0,22,night,5.0,9.314781588433535,medium
37.0,4.0,26.902908,75.792934,26.992908,75.882934,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,36,JAP,12,3,2022,Saturday,1,19,evening,5.0,13.40647565433019,long
28.0,4.6,26.473698,80.352677,26.603698,80.482677,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,26,KNP,18,2,2022,Friday,0,20,evening,15.0,19.39585222907509,very_long
35.0,4.9,12.979166,77.640709,13.109166,77.770709,fog,medium,0,buffet,motorcycle,0.0,no,urban,49,BANG,20,3,2022,Sunday,1,17,afternoon,10.0,20.180908601250216,very_long
25.0,4.6,11.021278,76.995017,11.091278,77.065017,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,35,COIMB,29,3,2022,Tuesday,0,18,evening,15.0,10.906058503327221,long
36.0,4.8,23.264015,77.408236,23.284015,77.428236,stormy,low,1,buffet,motorcycle,0.0,no,metropolitian,23,BHP,15,2,2022,Tuesday,0,10,morning,15.0,3.0198160202815365,short
31.0,3.5,12.975996,80.221898,13.065996,80.311898,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,40,CHEN,4,4,2022,Monday,0,22,night,15.0,13.972036025783177,long
25.0,4.7,11.008638,76.984311,11.058638,77.034311,cloudy,medium,0,meal,motorcycle,0.0,no,metropolitian,24,COIMB,5,4,2022,Tuesday,0,18,evening,10.0,7.790336733567704,medium
34.0,4.9,21.15276,72.778059,21.20276,72.828059,fog,low,0,meal,motorcycle,0.0,no,urban,24,SUR,17,3,2022,Thursday,0,0,,5.0,7.60180033473793,medium
27.0,4.6,26.90519,75.810753,26.92519,75.830753,fog,low,1,drinks,scooter,1.0,no,urban,15,JAP,17,3,2022,Thursday,0,8,morning,10.0,2.979599835600764,short
28.0,4.9,26.474133,80.3481,26.584133,80.4581,fog,jam,2,snack,scooter,1.0,no,metropolitian,38,KNP,18,2,2022,Friday,0,20,evening,10.0,16.412484044174796,very_long
37.0,4.5,12.323225,76.630028,12.353225,76.660028,sandstorms,jam,1,meal,scooter,1.0,no,urban,26,MYS,19,3,2022,Saturday,1,19,evening,10.0,4.663438748149055,short
31.0,4.8,22.728163,75.884212,22.838163,75.994212,sunny,medium,1,meal,scooter,1.0,no,urban,17,INDO,8,3,2022,Tuesday,0,18,evening,10.0,16.636744591831217,very_long
28.0,4.9,19.1813,72.836191,19.2413,72.896191,stormy,medium,2,drinks,scooter,0.0,no,metropolitian,25,MUM,5,3,2022,Saturday,1,18,evening,15.0,9.17624749258827,medium
27.0,4.7,26.47775,80.351569,26.61775,80.491569,windy,jam,1,buffet,scooter,0.0,no,urban,20,KNP,14,2,2022,Monday,0,21,night,10.0,20.887107461224954,very_long
28.0,4.5,18.994237,72.825553,19.034237,72.865553,sunny,medium,1,meal,scooter,1.0,no,urban,15,MUM,13,3,2022,Sunday,1,15,afternoon,10.0,6.120938502923837,medium
29.0,4.8,30.340722,78.060221,30.400722,78.120221,cloudy,jam,1,drinks,motorcycle,0.0,no,metropolitian,20,DEH,13,2,2022,Sunday,1,19,evening,10.0,8.811629447251413,medium
24.0,5.0,12.979096,77.640625,12.999096,77.660625,windy,high,2,meal,scooter,0.0,no,metropolitian,12,BANG,13,3,2022,Sunday,1,11,morning,10.0,3.105091522701049,short
34.0,4.9,26.49095,80.318656,26.54095,80.368656,fog,low,2,snack,scooter,1.0,no,metropolitian,17,KNP,13,2,2022,Sunday,1,23,night,5.0,7.46060171035436,medium
21.0,4.7,19.131141,72.813074,19.151141,72.833074,stormy,low,1,buffet,scooter,0.0,no,urban,15,MUM,9,3,2022,Wednesday,0,8,morning,10.0,3.0593634547239317,short
29.0,4.9,,,,,cloudy,high,1,snack,motorcycle,0.0,no,metropolitian,23,VAD,7,3,2022,Monday,0,13,afternoon,15.0,,
32.0,4.2,15.544419,73.755736,15.594419,73.805736,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,35,GOA,13,2,2022,Sunday,1,18,evening,5.0,7.719759937618291,medium
30.0,4.8,12.914264,77.6784,12.954264,77.7184,cloudy,medium,1,drinks,motorcycle,1.0,no,metropolitian,15,BANG,3,3,2022,Thursday,0,15,afternoon,5.0,6.210849324534313,medium
22.0,4.5,22.761226,75.887522,22.821226,75.947522,stormy,low,1,meal,scooter,0.0,no,metropolitian,18,INDO,5,4,2022,Tuesday,0,23,night,10.0,9.07434222926449,medium
31.0,4.9,,,,,stormy,low,2,snack,scooter,1.0,no,metropolitian,20,VAD,18,3,2022,Friday,0,22,night,15.0,,
32.0,4.9,,,,,stormy,low,2,drinks,scooter,1.0,no,metropolitian,25,DEH,15,2,2022,Tuesday,0,9,morning,15.0,,
32.0,4.6,26.892312,75.806896,26.932312,75.846896,fog,medium,0,snack,motorcycle,1.0,no,urban,25,JAP,30,3,2022,Wednesday,0,16,afternoon,10.0,5.959266895919676,medium
35.0,4.8,26.483672,80.320708,26.543672,80.380708,sandstorms,medium,0,buffet,motorcycle,1.0,no,urban,28,KNP,15,2,2022,Tuesday,0,18,evening,15.0,8.952800909210072,medium
30.0,4.6,12.352058,76.60665,12.482058,76.73665,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,43,MYS,8,3,2022,Tuesday,0,18,evening,15.0,20.20525323529291,very_long
20.0,3.6,22.744648,75.894377,22.774648,75.924377,sunny,jam,0,buffet,motorcycle,3.0,yes,metropolitian,46,INDO,11,3,2022,Friday,0,20,evening,5.0,4.537653689675138,short
36.0,4.1,,,,,sandstorms,jam,1,meal,scooter,1.0,no,urban,31,VAD,16,3,2022,Wednesday,0,20,evening,15.0,,
22.0,4.9,12.970324,77.645748,13.100324,77.775748,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,28,BANG,6,3,2022,Sunday,1,21,night,5.0,20.18125982649362,very_long
37.0,4.8,13.058616,80.264151,13.188616,80.394151,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,48,CHEN,18,3,2022,Friday,0,20,evening,15.0,20.177742451194362,very_long
34.0,4.7,23.232537,77.429845,23.262537,77.459845,sunny,jam,0,drinks,motorcycle,1.0,no,urban,29,BHP,17,2,2022,Thursday,0,20,evening,15.0,4.53013588790832,short
39.0,4.7,26.88842,75.800689,26.95842,75.870689,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,28,JAP,23,3,2022,Wednesday,0,19,evening,15.0,10.428262034058305,long
39.0,3.8,18.51421,73.838429,18.58421,73.908429,sandstorms,jam,1,meal,scooter,1.0,no,urban,42,PUNE,12,3,2022,Saturday,1,20,evening,15.0,10.72562572441868,long
25.0,4.6,26.905287,75.794592,27.035287,75.924592,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,26,JAP,2,4,2022,Saturday,1,20,evening,5.0,19.36320422209685,very_long
31.0,4.0,22.725748,75.898497,22.855747,76.028497,cloudy,jam,2,meal,electric_scooter,1.0,no,metropolitian,48,INDO,18,3,2022,Friday,0,21,night,10.0,19.66102221350665,very_long
25.0,4.6,22.753839,75.897429,22.773839,75.917429,windy,high,2,meal,scooter,1.0,no,metropolitian,21,INDO,21,3,2022,Monday,0,11,morning,15.0,3.0250598092773755,short
31.0,4.1,,,,,windy,jam,0,snack,motorcycle,2.0,no,metropolitian,42,BHP,18,2,2022,Friday,0,21,night,5.0,,
29.0,4.6,11.022298,76.998349,11.072298,77.048349,windy,medium,2,buffet,electric_scooter,1.0,no,urban,21,COIMB,3,3,2022,Thursday,0,18,evening,15.0,7.790158927084966,medium
29.0,4.8,13.02978,80.208812,13.06978,80.248812,fog,medium,1,snack,scooter,0.0,no,metropolitian,18,CHEN,24,3,2022,Thursday,0,16,afternoon,15.0,6.209442398392529,medium
31.0,5.0,12.323194,76.630583,12.363194,76.670583,windy,high,2,meal,scooter,1.0,no,metropolitian,28,MYS,3,3,2022,Thursday,0,14,afternoon,15.0,6.217860689144307,medium
27.0,4.8,18.539299,73.897902,18.589299,73.947902,sunny,low,1,buffet,scooter,1.0,no,metropolitian,19,PUNE,26,3,2022,Saturday,1,22,night,10.0,7.660840811905797,medium
32.0,5.0,22.745049,75.892471,22.875049,76.022471,cloudy,jam,0,meal,motorcycle,0.0,no,metropolitian,47,INDO,6,3,2022,Sunday,1,21,night,5.0,19.65982489949014,very_long
34.0,4.2,22.725748,75.898497,22.765747,75.938497,fog,high,1,meal,scooter,1.0,no,metropolitian,37,INDO,3,3,2022,Thursday,0,14,afternoon,10.0,6.0504060616582525,medium
25.0,4.5,11.016298,76.972076,11.076298,77.032076,fog,low,2,meal,scooter,1.0,no,,12,COIMB,7,3,2022,Monday,0,22,night,5.0,9.348206267361391,medium
21.0,4.8,13.058616,80.264151,13.078616,80.284151,stormy,low,2,snack,motorcycle,0.0,no,metropolitian,10,CHEN,7,3,2022,Monday,0,9,morning,5.0,3.104605953841284,short
30.0,5.0,21.186438,72.794115,21.206438,72.814115,sunny,low,2,drinks,electric_scooter,1.0,no,metropolitian,19,SUR,21,3,2022,Monday,0,8,morning,15.0,3.0405415100027917,short
38.0,4.4,13.086438,80.220672,13.176438,80.310672,windy,jam,1,meal,motorcycle,1.0,no,urban,32,CHEN,25,3,2022,Friday,0,20,evening,15.0,13.968990746015168,long
34.0,3.7,12.934179,77.615797,13.024179,77.705797,fog,low,1,meal,motorcycle,2.0,no,metropolitian,33,BANG,8,3,2022,Tuesday,0,23,night,5.0,13.973182653917394,long
32.0,4.6,30.335259,78.053162,30.355259,78.073162,stormy,low,2,drinks,scooter,1.0,no,metropolitian,28,DEH,13,2,2022,Sunday,1,8,morning,5.0,2.937536254378516,short
20.0,4.9,30.319528,78.040267,30.429528,78.150267,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,37,DEH,18,2,2022,Friday,0,19,evening,10.0,16.15438392455014,very_long
23.0,5.0,21.160437,72.774209,21.230437,72.844209,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,10,SUR,31,3,2022,Thursday,0,22,night,10.0,10.641928366460489,long
24.0,4.7,18.569156,73.774723,18.659156,73.864723,windy,low,1,buffet,scooter,0.0,no,metropolitian,12,PUNE,12,3,2022,Saturday,1,23,night,10.0,13.787603106955784,long
26.0,5.0,11.025083,77.015393,11.115083,77.105393,sandstorms,jam,1,meal,motorcycle,0.0,no,metropolitian,18,COIMB,12,3,2022,Saturday,1,20,evening,10.0,14.021750803377119,long
33.0,4.3,19.22384,72.841347,19.33384,72.951347,sandstorms,medium,1,drinks,motorcycle,1.0,no,urban,35,MUM,8,3,2022,Tuesday,0,18,evening,15.0,16.819856608097247,very_long
31.0,4.9,23.233219,77.433571,23.253219,77.453571,sunny,low,2,snack,electric_scooter,1.0,no,metropolitian,19,BHP,15,2,2022,Tuesday,0,9,morning,5.0,3.0201353609999835,short
21.0,4.7,11.003008,76.97544,11.083009,77.05544,windy,medium,1,snack,motorcycle,0.0,no,metropolitian,25,COIMB,4,4,2022,Monday,0,18,evening,15.0,12.464422665211348,long
23.0,4.6,27.159795,78.04299,27.169795,78.05299,fog,high,2,buffet,electric_scooter,1.0,no,metropolitian,30,AGR,13,2,2022,Sunday,1,11,morning,15.0,1.4883352105446686,short
36.0,4.2,26.910262,75.783013,26.920262,75.793013,sandstorms,low,0,drinks,motorcycle,0.0,no,metropolitian,34,JAP,30,3,2022,Wednesday,0,10,morning,10.0,1.4897995018082963,short
22.0,4.3,12.321214,76.621094,12.331214,76.631094,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,27,MYS,1,4,2022,Friday,0,9,morning,10.0,1.554514382186963,short
29.0,5.0,18.53408,73.89852,18.57408,73.93852,windy,high,1,buffet,scooter,1.0,no,metropolitian,21,PUNE,3,4,2022,Sunday,1,12,morning,15.0,6.128846407056886,medium
34.0,4.7,13.054347,80.257221,13.134347,80.337221,sandstorms,low,2,buffet,scooter,0.0,no,urban,19,CHEN,20,3,2022,Sunday,1,22,night,15.0,12.417792351617555,long
24.0,4.5,12.986047,80.218114,13.076047,80.308114,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,30,CHEN,14,3,2022,Monday,0,19,evening,10.0,13.971759900424741,long
35.0,4.9,17.451976,78.385883,17.501976,78.435883,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,22,HYD,3,3,2022,Thursday,0,18,evening,15.0,7.683332672259472,medium
30.0,4.9,23.351489,85.324253,23.441489,85.414253,cloudy,medium,2,drinks,motorcycle,0.0,no,metropolitian,37,RANCHI,14,3,2022,Monday,0,18,evening,5.0,13.583440059634135,long
30.0,4.9,26.88842,75.800689,27.02842,75.940689,sandstorms,low,2,meal,motorcycle,0.0,no,metropolitian,21,JAP,6,4,2022,Wednesday,0,23,night,5.0,20.853653606522474,very_long
33.0,4.8,13.054347,80.257221,13.164347,80.367221,windy,medium,2,buffet,scooter,1.0,no,urban,23,CHEN,2,3,2022,Wednesday,0,18,evening,15.0,17.07395729139767,very_long
36.0,4.1,12.975377,77.696664,13.045377,77.766664,sandstorms,medium,0,buffet,motorcycle,0.0,no,metropolitian,46,BANG,2,4,2022,Saturday,1,17,afternoon,15.0,10.867366120252031,long
39.0,4.8,30.885814,75.786976,30.895814,75.796976,stormy,low,1,meal,scooter,0.0,no,metropolitian,22,LUDH,15,2,2022,Tuesday,0,9,morning,15.0,1.4652507248457556,short
20.0,5.0,23.39925,85.390464,23.41925,85.410464,sunny,low,2,snack,scooter,0.0,no,metropolitian,22,RANCHI,5,4,2022,Tuesday,0,10,morning,10.0,3.0184094452114865,short
34.0,4.7,23.211529,77.419399,23.241529,77.449399,cloudy,medium,2,drinks,motorcycle,,no,urban,18,BHP,17,2,2022,Thursday,0,18,evening,10.0,4.530462395476539,short
27.0,4.9,,,,,fog,jam,0,snack,motorcycle,,no,urban,24,LUDH,11,2,2022,Friday,0,20,evening,15.0,,
32.0,4.3,22.753659,75.903365,22.793659,75.943365,windy,medium,0,snack,motorcycle,0.0,no,metropolitian,33,INDO,11,3,2022,Friday,0,15,afternoon,15.0,6.049919555217586,medium
27.0,5.0,18.546947,73.900626,18.626947,73.980626,stormy,jam,1,snack,scooter,0.0,no,metropolitian,15,PUNE,20,3,2022,Sunday,1,21,night,15.0,12.256574293065658,long
27.0,4.9,11.008638,76.984311,11.098638,77.074311,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,37,COIMB,25,3,2022,Friday,0,19,evening,5.0,14.022136830289478,long
33.0,4.2,13.066762,80.251865,13.096762,80.281865,windy,medium,0,drinks,motorcycle,1.0,no,urban,35,CHEN,19,3,2022,Saturday,1,18,evening,10.0,4.656788095044164,short
30.0,5.0,22.760072,75.892574,22.780072,75.912574,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,21,INDO,7,3,2022,Monday,0,10,morning,10.0,3.0249963435107836,short
